texto,label
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo feminino, 45 anos.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo masculino, 62 anos.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
Sinais de acidente vascular cerebral: perda de força e fala arrastada.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo feminino, 45 anos.",normal
"Raio-x de tórax sem alterações, paciente assintomático. Paciente do sexo masculino, 62 anos.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo feminino, 45 anos.",urgente
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Encaminhado pelo pronto atendimento.",urgente
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo masculino, 62 anos.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Acompanhado por familiar.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Acompanhado por familiar.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Acompanhado por familiar.",normal
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo feminino, 45 anos.",normal
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo.",urgente
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo masculino, 62 anos.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Encaminhado pelo pronto atendimento.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Histórico de comorbidades relatado.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Acompanhado por familiar.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Sem histórico médico relevante.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Histórico de comorbidades relatado.",normal
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Encaminhado pelo pronto atendimento.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Acompanhado por familiar.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Pequena ferida com sinais iniciais de inflamação, sem pus. Histórico de comorbidades relatado.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo feminino, 45 anos.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo feminino, 45 anos.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos.",normal
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo feminino, 45 anos.",urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo feminino, 45 anos.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Histórico de comorbidades relatado.",urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Acompanhado por familiar.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Sem histórico médico relevante.,urgente
"Paciente relata tosse persistente há uma semana, sem falta de ar. Encaminhado pelo pronto atendimento.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
Paciente com convulsões recorrentes e perda de consciência. Acompanhado por familiar.,urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite.",urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
"Paciente relata tosse persistente há uma semana, sem falta de ar. Encaminhado pelo pronto atendimento.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo masculino, 62 anos.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Histórico de comorbidades relatado.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
Exame oftalmológico de rotina sem achados relevantes. Acompanhado por familiar.,normal
"Paciente relata tosse persistente há uma semana, sem falta de ar. Sem histórico médico relevante.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo feminino, 45 anos.",urgente
Vacinação de rotina realizada sem intercorrências.,normal
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
"Dor lombar moderada, sem sinais neurológicos associados. Paciente do sexo feminino, 45 anos.",atencao
Paciente com histórico de alergia relata leve reação cutânea. Acompanhado por familiar.,atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Histórico de comorbidades relatado.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Acompanhado por familiar.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Histórico de comorbidades relatado.,urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Paciente do sexo feminino, 45 anos.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Sem histórico médico relevante.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
Vacinação de rotina realizada sem intercorrências.,normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo feminino, 45 anos.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos. Paciente do sexo feminino, 45 anos.",normal
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Paciente do sexo feminino, 45 anos.",urgente
Paciente relata cansaço e mal-estar leve nos últimos dias.,atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo feminino, 45 anos.",atencao
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Encaminhado pelo pronto atendimento.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Histórico de comorbidades relatado.",normal
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Acompanhado por familiar.,urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Encaminhado pelo pronto atendimento.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo feminino, 45 anos.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Acompanhado por familiar.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo masculino, 62 anos.",urgente
Paciente relata cansaço e mal-estar leve nos últimos dias. Encaminhado pelo pronto atendimento.,atencao
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo masculino, 62 anos.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Encaminhado pelo pronto atendimento.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Acompanhado por familiar.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Encaminhado pelo pronto atendimento.",urgente
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar. Paciente do sexo masculino, 62 anos.",atencao
Paciente com histórico de alergia relata leve reação cutânea. Encaminhado pelo pronto atendimento.,atencao
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo feminino, 45 anos.",normal
"Paciente relata check-up de rotina, sem queixas relevantes. Encaminhado pelo pronto atendimento.",normal
Paciente relata cansaço e mal-estar leve nos últimos dias. Histórico de comorbidades relatado.,atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Acompanhado por familiar.",normal
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo masculino, 62 anos.",atencao
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves.",atencao
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo feminino, 45 anos.",urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Acompanhado por familiar.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Acompanhado por familiar.",urgente
Vacinação de rotina realizada sem intercorrências. Histórico de comorbidades relatado.,normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo feminino, 45 anos.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo feminino, 45 anos.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória.,urgente
"Raio-x de tórax sem alterações, paciente assintomático. Histórico de comorbidades relatado.",normal
Reação alérgica grave com edema de glote e dificuldade respiratória. Sem histórico médico relevante.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo feminino, 45 anos.",atencao
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Histórico de comorbidades relatado.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Acompanhado por familiar.",atencao
Vacinação de rotina realizada sem intercorrências. Encaminhado pelo pronto atendimento.,normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Paciente do sexo feminino, 45 anos.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Sem histórico médico relevante.",atencao
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo feminino, 45 anos.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico.",urgente
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Dor lombar moderada, sem sinais neurológicos associados.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo feminino, 45 anos.",urgente
Vacinação de rotina realizada sem intercorrências. Histórico de comorbidades relatado.,normal
"Paciente relata check-up de rotina, sem queixas relevantes. Paciente do sexo masculino, 62 anos.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Histórico de comorbidades relatado.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Histórico de comorbidades relatado.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Histórico de comorbidades relatado.,urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo masculino, 62 anos.",urgente
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo masculino, 62 anos.",urgente
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Histórico de comorbidades relatado.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo feminino, 45 anos.",normal
"Paciente comparece para avaliação preventiva anual, tudo normal. Acompanhado por familiar.",normal
Paciente com histórico de alergia relata leve reação cutânea. Sem histórico médico relevante.,atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Encaminhado pelo pronto atendimento.,atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Encaminhado pelo pronto atendimento.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Paciente do sexo masculino, 62 anos.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Encaminhado pelo pronto atendimento.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Acompanhado por familiar.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Acompanhado por familiar.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo masculino, 62 anos.",urgente
"Consulta de retorno, paciente estável, sem sintomas novos.",normal
"Paciente com histórico de alergia relata leve reação cutânea. Paciente do sexo feminino, 45 anos.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo feminino, 45 anos.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo masculino, 62 anos.",atencao
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo feminino, 45 anos.",normal
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
Paciente com convulsões recorrentes e perda de consciência. Sem histórico médico relevante.,urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata tosse persistente há uma semana, sem falta de ar. Acompanhado por familiar.",atencao
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo masculino, 62 anos.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Histórico de comorbidades relatado.,atencao
"Raio-x de tórax sem alterações, paciente assintomático. Histórico de comorbidades relatado.",normal
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo masculino, 62 anos.",normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Sem histórico médico relevante.",urgente
Exame oftalmológico de rotina sem achados relevantes. Sem histórico médico relevante.,normal
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Encaminhado pelo pronto atendimento.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Paciente do sexo masculino, 62 anos.",urgente
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Paciente do sexo masculino, 62 anos.",atencao
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Resultado de exame de rotina normal, sem necessidade de intervenção. Sem histórico médico relevante.",normal
"Paciente relata bem-estar geral, sinais vitais normais.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo feminino, 45 anos.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo masculino, 62 anos.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal. Histórico de comorbidades relatado.",normal
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo masculino, 62 anos.",urgente
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
"Paciente relata tosse persistente há uma semana, sem falta de ar.",atencao
"Consulta de retorno, paciente estável, sem sintomas novos. Histórico de comorbidades relatado.",normal
"Paciente com convulsões recorrentes e perda de consciência. Paciente do sexo feminino, 45 anos.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus. Paciente do sexo feminino, 45 anos.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Acompanhado por familiar.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Encaminhado pelo pronto atendimento.",atencao
Reação alérgica grave com edema de glote e dificuldade respiratória. Histórico de comorbidades relatado.,urgente
"Dor lombar moderada, sem sinais neurológicos associados. Histórico de comorbidades relatado.",atencao
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Acompanhado por familiar.",urgente
"Hemograma completo dentro da normalidade, sem sinais de infecção. Paciente do sexo masculino, 62 anos.",normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Encaminhado pelo pronto atendimento.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Sem histórico médico relevante.",urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção. Acompanhado por familiar.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo feminino, 45 anos.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Encaminhado pelo pronto atendimento.",normal
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo feminino, 45 anos.",urgente
"Raio-x de tórax sem alterações, paciente assintomático. Encaminhado pelo pronto atendimento.",normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo masculino, 62 anos.",atencao
"Trauma craniano grave após acidente, paciente inconsciente. Paciente do sexo masculino, 62 anos.",urgente
"Pequena ferida com sinais iniciais de inflamação, sem pus.",atencao
"Paciente relata tosse persistente há uma semana, sem falta de ar.",atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Paciente do sexo feminino, 45 anos.",atencao
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Histórico de comorbidades relatado.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Histórico de comorbidades relatado.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Encaminhado pelo pronto atendimento.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Acompanhado por familiar.",urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Sem histórico médico relevante.",normal
"Pequena ferida com sinais iniciais de inflamação, sem pus. Histórico de comorbidades relatado.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Encaminhado pelo pronto atendimento.",normal
"Hemograma completo dentro da normalidade, sem sinais de infecção. Sem histórico médico relevante.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Histórico de comorbidades relatado.",urgente
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
"Vacinação de rotina realizada sem intercorrências. Paciente do sexo masculino, 62 anos.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Acompanhado por familiar.",atencao
Paciente com convulsões recorrentes e perda de consciência. Encaminhado pelo pronto atendimento.,urgente
"Dor lombar moderada, sem sinais neurológicos associados. Sem histórico médico relevante.",atencao
"Raio-x de tórax sem alterações, paciente assintomático. Sem histórico médico relevante.",normal
"Paciente relata tosse persistente há uma semana, sem falta de ar. Acompanhado por familiar.",atencao
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Encaminhado pelo pronto atendimento.",urgente
Reação alérgica grave com edema de glote e dificuldade respiratória. Encaminhado pelo pronto atendimento.,urgente
"Paciente comparece para avaliação preventiva anual, tudo normal. Paciente do sexo masculino, 62 anos.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Sem histórico médico relevante.",normal
Sinais de acidente vascular cerebral: perda de força e fala arrastada. Histórico de comorbidades relatado.,urgente
"Paciente relata check-up de rotina, sem queixas relevantes. Acompanhado por familiar.",normal
"Consulta de retorno, paciente estável, sem sintomas novos. Sem histórico médico relevante.",normal
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção. Encaminhado pelo pronto atendimento.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Paciente do sexo feminino, 45 anos.",normal
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo feminino, 45 anos.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Paciente do sexo masculino, 62 anos.",atencao
Exame oftalmológico de rotina sem achados relevantes. Acompanhado por familiar.,normal
"Paciente com febre baixa persistente há 3 dias, sem outros sintomas graves. Paciente do sexo feminino, 45 anos.",atencao
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo feminino, 45 anos.",normal
Paciente com convulsões recorrentes e perda de consciência. Sem histórico médico relevante.,urgente
"Paciente relata check-up de rotina, sem queixas relevantes.",normal
"Reação alérgica grave com edema de glote e dificuldade respiratória. Paciente do sexo masculino, 62 anos.",urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Acompanhado por familiar.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Queixa de dor abdominal leve a moderada, sem sinais de alarme.",atencao
"Dor lombar moderada, sem sinais neurológicos associados. Acompanhado por familiar.",atencao
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Histórico de comorbidades relatado.",normal
"Resultado de exame de rotina normal, sem necessidade de intervenção. Histórico de comorbidades relatado.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Paciente do sexo masculino, 62 anos.",atencao
"Pressão arterial levemente elevada, recomendado acompanhamento. Acompanhado por familiar.",atencao
"Exame oftalmológico de rotina sem achados relevantes. Paciente do sexo feminino, 45 anos.",normal
Paciente com convulsões recorrentes e perda de consciência.,urgente
"Paciente com febre alta e rigidez de nuca, suspeita de meningite. Paciente do sexo feminino, 45 anos.",urgente
Paciente com histórico de alergia relata leve reação cutânea. Histórico de comorbidades relatado.,atencao
"Politraumatismo grave após queda de altura, necessita intervenção imediata.",urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Hemorragia intensa, paciente com sinais de choque hipovolêmico. Sem histórico médico relevante.",urgente
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo. Acompanhado por familiar.",urgente
"Trauma craniano grave após acidente, paciente inconsciente. Encaminhado pelo pronto atendimento.",urgente
"Paciente relata cansaço e mal-estar leve nos últimos dias. Paciente do sexo masculino, 62 anos.",atencao
"Trauma craniano grave após acidente, paciente inconsciente.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Histórico de comorbidades relatado.,urgente
"Resultado de exame de rotina normal, sem necessidade de intervenção.",normal
"Paciente relata bem-estar geral, sinais vitais normais. Histórico de comorbidades relatado.",normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Sem histórico médico relevante.",urgente
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Acompanhado por familiar.",urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Acompanhado por familiar.",atencao
"Sinais de acidente vascular cerebral: perda de força e fala arrastada. Paciente do sexo feminino, 45 anos.",urgente
Paciente apresenta dor torácica intensa e falta de ar súbita. Acompanhado por familiar.,urgente
"Exame indica leve alteração em enzimas hepáticas, necessita reavaliação. Acompanhado por familiar.",atencao
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
"Politraumatismo grave após queda de altura, necessita intervenção imediata. Encaminhado pelo pronto atendimento.",urgente
"Dor abdominal súbita e intensa com abdome em tábua, suspeita de abdome agudo.",urgente
"Pressão arterial levemente elevada, recomendado acompanhamento. Histórico de comorbidades relatado.",atencao
"Paciente comparece para avaliação preventiva anual, tudo normal.",normal
"Queixa de dor abdominal leve a moderada, sem sinais de alarme. Encaminhado pelo pronto atendimento.",atencao
Paciente relata cansaço e mal-estar leve nos últimos dias. Acompanhado por familiar.,atencao
"Glicemia de jejum levemente alterada, indicado acompanhamento nutricional. Encaminhado pelo pronto atendimento.",atencao
"Exame de sangue dentro dos parâmetros normais, sem alterações significativas. Histórico de comorbidades relatado.",normal
Paciente com convulsões recorrentes e perda de consciência. Histórico de comorbidades relatado.,urgente
Exame oftalmológico de rotina sem achados relevantes.,normal
"Raio-x de tórax sem alterações, paciente assintomático. Sem histórico médico relevante.",normal
"Sinais vitais instáveis, saturação de oxigênio criticamente baixa. Sem histórico médico relevante.",urgente
Exame oftalmológico de rotina sem achados relevantes. Encaminhado pelo pronto atendimento.,normal
Paciente relata cansaço e mal-estar leve nos últimos dias.,atencao
"Paciente relata check-up de rotina, sem queixas relevantes. Histórico de comorbidades relatado.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento.",atencao
"Hemograma completo dentro da normalidade, sem sinais de infecção.",normal
"Pressão arterial levemente elevada, recomendado acompanhamento. Histórico de comorbidades relatado.",atencao
"Paciente relata check-up de rotina, sem queixas relevantes.",normal
"Paciente apresenta dor torácica intensa e falta de ar súbita. Paciente do sexo feminino, 45 anos.",urgente
